2015-10-09 12:53:02 UTC+0000|[LIVE RESPONSE]| (System time)|
2015-10-09 04:02:52 UTC+0000|[Handle (Key)]| USER\S-1-5-21-2967323044-1603262412-578360305-1140\KEYBOARD LAYOUT| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2015-10-09 04:02:49 UTC+0000|[Handle (Key)]| USER\S-1-5-21-2967323044-1603262412-578360305-1140\SOFTWARE\MICROSOFT\CTF\ASSEMBLIES| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2009-07-14 04:37:09 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\KEYBOARD LAYOUTS| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2015-10-09 04:02:49 UTC+0000|[Handle (Key)]| USER\S-1-5-21-2967323044-1603262412-578360305-1140\SOFTWARE\MICROSOFT\CTF\SORTORDER| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2015-10-09 04:02:52 UTC+0000|[Handle (Key)]| USER\S-1-5-21-2967323044-1603262412-578360305-1140\SOFTWARE\MICROSOFT\CTF\DIRECTSWITCHHOTKEYS| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2015-10-09 04:02:49 UTC+0000|[Handle (Key)]| USER\S-1-5-21-2967323044-1603262412-578360305-1140\CONTROL PANEL\INPUT METHOD\HOT KEYS| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2015-10-09 06:26:29 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32| taskhost.exe PID: 2252/PPID: 528/POffset: 0x3de59030
2009-07-13 23:19:21 UTC+0000|[PE HEADER (exe)]| taskhost.exe| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x00500000
2009-07-13 23:19:21 UTC+0000|[PE DEBUG]| taskhost.exe| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x00500000
1970-01-01 00:00:00 UTC+0000|[DLL LOADTIME (exe)]| taskhost.exe| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x00500000
2009-07-14 01:09:47 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76f80000
-|[PE DEBUG]| ntdll.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76f80000
1970-01-01 00:00:00 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76f80000
2009-07-14 01:11:20 UTC+0000|[PE HEADER (dll)]| uxtheme.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73f30000
-|[PE DEBUG]| uxtheme.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73f30000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| uxtheme.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73f30000
2009-07-14 01:09:27 UTC+0000|[PE HEADER (dll)]| ole32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x759b0000
-|[PE DEBUG]| ole32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x759b0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| ole32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x759b0000
2009-07-14 01:10:29 UTC+0000|[PE HEADER (dll)]| SHLWAPI.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75950000
-|[PE DEBUG]| SHLWAPI.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75950000
2015-10-09 12:11:12 UTC+0000|[DLL LOADTIME (dll)]| SHLWAPI.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75950000
2009-07-14 01:07:54 UTC+0000|[PE HEADER (dll)]| MSUTB.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6e1d0000
2009-07-13 23:26:12 UTC+0000|[PE DEBUG]| MSUTB.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6e1d0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| MSUTB.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6e1d0000
2009-07-14 01:09:50 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x757e0000
2009-07-13 23:13:01 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x757e0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| RPCRT4.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x757e0000
2009-07-14 01:06:33 UTC+0000|[PE HEADER (dll)]| LPK.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75c00000
2009-07-13 23:25:32 UTC+0000|[PE DEBUG]| LPK.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75c00000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| LPK.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75c00000
2009-07-14 01:04:49 UTC+0000|[PE HEADER (dll)]| CLBCatQ.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75600000
-|[PE DEBUG]| CLBCatQ.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75600000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| CLBCatQ.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75600000
2009-07-13 23:12:01 UTC+0000|[PE HEADER (dll)]| CRYPTBASE.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75020000
2009-07-13 23:12:01 UTC+0000|[PE DEBUG]| CRYPTBASE.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75020000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| CRYPTBASE.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75020000
2009-07-14 01:07:59 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75690000
-|[PE DEBUG]| msvcrt.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75690000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| msvcrt.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75690000
2015-09-11 15:22:44 UTC+0000|[PE HEADER (dll)]| tv_w32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6c8a0000
2015-09-11 15:22:44 UTC+0000|[PE DEBUG]| tv_w32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6c8a0000
2015-10-09 12:11:12 UTC+0000|[DLL LOADTIME (dll)]| tv_w32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6c8a0000
2009-07-14 01:10:25 UTC+0000|[PE HEADER (dll)]| SHELL32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75c10000
-|[PE DEBUG]| SHELL32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75c10000
2015-10-09 12:11:12 UTC+0000|[DLL LOADTIME (dll)]| SHELL32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75c10000
2009-07-14 01:06:15 UTC+0000|[PE HEADER (dll)]| IMM32.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x770c0000
-|[PE DEBUG]| IMM32.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x770c0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| IMM32.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x770c0000
2009-07-14 01:07:53 UTC+0000|[PE HEADER (dll)]| MSCTF.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x770e0000
-|[PE DEBUG]| MSCTF.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x770e0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| MSCTF.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x770e0000
2009-07-14 01:03:58 UTC+0000|[PE HEADER (dll)]| ADVAPI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75b10000
-|[PE DEBUG]| ADVAPI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75b10000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| ADVAPI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75b10000
2009-07-14 01:06:49 UTC+0000|[PE HEADER (dll)]| MMDevAPI.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73c00000
-|[PE DEBUG]| MMDevAPI.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73c00000
2015-10-09 11:31:23 UTC+0000|[DLL LOADTIME (dll)]| MMDevAPI.DLL| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73c00000
2009-07-14 01:11:30 UTC+0000|[PE HEADER (dll)]| WINMM.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73770000
-|[PE DEBUG]| WINMM.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73770000
2015-10-09 11:31:05 UTC+0000|[DLL LOADTIME (dll)]| WINMM.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73770000
2009-07-14 01:07:55 UTC+0000|[PE HEADER (dll)]| MsCtfMonitor.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6f410000
2009-07-13 23:26:09 UTC+0000|[PE DEBUG]| MsCtfMonitor.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6f410000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| MsCtfMonitor.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6f410000
2009-07-14 01:05:33 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75bb0000
-|[PE DEBUG]| GDI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75bb0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| GDI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75bb0000
2009-07-14 01:11:31 UTC+0000|[PE HEADER (dll)]| WTSAPI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x737b0000
2009-07-14 00:02:17 UTC+0000|[PE DEBUG]| WTSAPI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x737b0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| WTSAPI32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x737b0000
2009-07-13 23:43:47 UTC+0000|[PE HEADER (dll)]| RpcRtRemote.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x750c0000
2009-07-13 23:43:47 UTC+0000|[PE DEBUG]| RpcRtRemote.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x750c0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| RpcRtRemote.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x750c0000
2009-07-14 01:09:02 UTC+0000|[PE HEADER (dll)]| KERNELBASE.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x751e0000
-|[PE DEBUG]| KERNELBASE.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x751e0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| KERNELBASE.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x751e0000
2009-07-14 01:11:11 UTC+0000|[PE HEADER (dll)]| USER32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76c10000
-|[PE DEBUG]| USER32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76c10000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| USER32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76c10000
2009-07-14 01:09:30 UTC+0000|[PE HEADER (dll)]| OLEAUT32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76d10000
-|[PE DEBUG]| OLEAUT32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76d10000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| OLEAUT32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76d10000
2009-07-14 01:11:07 UTC+0000|[PE HEADER (dll)]| VERSION.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x745c0000
-|[PE DEBUG]| VERSION.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x745c0000
2015-10-09 12:11:12 UTC+0000|[DLL LOADTIME (dll)]| VERSION.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x745c0000
2009-07-14 01:06:44 UTC+0000|[PE HEADER (dll)]| COMCTL32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75150000
2009-07-13 23:39:22 UTC+0000|[PE DEBUG]| COMCTL32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75150000
2015-10-09 12:11:12 UTC+0000|[DLL LOADTIME (dll)]| COMCTL32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75150000
2009-07-14 01:10:04 UTC+0000|[PE HEADER (dll)]| PlaySndSrv.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6e280000
-|[PE DEBUG]| PlaySndSrv.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6e280000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| PlaySndSrv.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x6e280000
2009-07-14 01:10:28 UTC+0000|[PE HEADER (dll)]| sechost.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75890000
2009-07-13 23:11:58 UTC+0000|[PE DEBUG]| sechost.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75890000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| sechost.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75890000
2009-07-14 01:09:01 UTC+0000|[PE HEADER (dll)]| kernel32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76ea0000
-|[PE DEBUG]| kernel32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76ea0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| kernel32.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x76ea0000
2009-07-14 01:11:14 UTC+0000|[PE HEADER (dll)]| USP10.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x758b0000
2009-07-13 23:25:41 UTC+0000|[PE DEBUG]| USP10.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x758b0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| USP10.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x758b0000
2009-07-14 01:11:42 UTC+0000|[PE HEADER (dll)]| WINSTA.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75090000
-|[PE DEBUG]| WINSTA.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75090000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| WINSTA.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x75090000
2009-07-14 01:06:15 UTC+0000|[PE HEADER (dll)]| dwmapi.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73ae0000
-|[PE DEBUG]| dwmapi.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73ae0000
2015-10-09 11:31:04 UTC+0000|[DLL LOADTIME (dll)]| dwmapi.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73ae0000
2009-07-14 01:09:31 UTC+0000|[PE HEADER (dll)]| PROPSYS.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73b00000
-|[PE DEBUG]| PROPSYS.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73b00000
2015-10-09 11:31:23 UTC+0000|[DLL LOADTIME (dll)]| PROPSYS.dll| Process: taskhost.exe/PID: 2252/PPID: 528/Process POffset: 0x3de59030/DLL Base: 0x73b00000
2015-10-09 12:08:47 UTC+0000|[PROCESS]| tv_w32.exe| PID: 4064/PPID: 2680/POffset: 0x3fa37d40
2009-07-14 04:37:09 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS| tv_w32.exe PID: 4064/PPID: 2680/POffset: 0x3fa37d40
2015-10-09 11:30:48 UTC+0000|[Handle (Key)]| MACHINE| tv_w32.exe PID: 4064/PPID: 2680/POffset: 0x3fa37d40
2015-10-09 10:48:49 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER| tv_w32.exe PID: 4064/PPID: 2680/POffset: 0x3fa37d40
2015-09-11 15:22:47 UTC+0000|[PE HEADER (exe)]| tv_w32.exe| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x00060000
2015-09-11 15:22:47 UTC+0000|[PE DEBUG]| tv_w32.exe| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x00060000
1970-01-01 00:00:00 UTC+0000|[DLL LOADTIME (exe)]| tv_w32.exe| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x00060000
2009-07-14 01:09:47 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x76f80000
-|[PE DEBUG]| ntdll.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x76f80000
1970-01-01 00:00:00 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x76f80000
2009-07-14 01:04:38 UTC+0000|[PE HEADER (dll)]| CFGMGR32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75230000
2009-07-13 23:16:08 UTC+0000|[PE DEBUG]| CFGMGR32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75230000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| CFGMGR32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75230000
2009-07-14 01:09:27 UTC+0000|[PE HEADER (dll)]| ole32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x759b0000
-|[PE DEBUG]| ole32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x759b0000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| ole32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x759b0000
2009-07-14 01:11:14 UTC+0000|[PE HEADER (dll)]| USP10.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x758b0000
2009-07-13 23:25:41 UTC+0000|[PE DEBUG]| USP10.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x758b0000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| USP10.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x758b0000
2009-07-14 01:09:50 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x757e0000
2009-07-13 23:13:01 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x757e0000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| RPCRT4.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x757e0000
2009-07-14 01:06:33 UTC+0000|[PE HEADER (dll)]| LPK.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75c00000
2009-07-13 23:25:32 UTC+0000|[PE DEBUG]| LPK.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75c00000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| LPK.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75c00000
2009-07-13 23:16:06 UTC+0000|[PE HEADER (dll)]| devrtl.DLL| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x74740000
-|[PE DEBUG]| devrtl.DLL| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x74740000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| devrtl.DLL| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x74740000
2009-07-14 01:05:09 UTC+0000|[PE HEADER (dll)]| DEVOBJ.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75290000
2009-07-13 23:16:08 UTC+0000|[PE DEBUG]| DEVOBJ.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75290000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| DEVOBJ.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75290000
2015-09-11 15:22:44 UTC+0000|[PE HEADER (dll)]| tv_w32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x6c8a0000
2015-09-11 15:22:44 UTC+0000|[PE DEBUG]| tv_w32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x6c8a0000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| tv_w32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x6c8a0000
2009-07-14 01:03:50 UTC+0000|[PE HEADER (dll)]| COMCTL32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x73f70000
2009-07-13 23:40:09 UTC+0000|[PE DEBUG]| COMCTL32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x73f70000
2015-10-09 12:08:47 UTC+0000|[DLL LOADTIME (dll)]| COMCTL32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x73f70000
2009-07-14 01:10:25 UTC+0000|[PE HEADER (dll)]| SHELL32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75c10000
-|[PE DEBUG]| SHELL32.dll| Process: tv_w32.exe/PID: 4064/PPID: 2680/Process POffset: 0x3fa37d40/DLL Base: 0x75c10000
